"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18"
"ENSG00000157191",91,133,155,166,183,143,56,40,57,130.01,146,140.03,171.94,177.66,97,133,127,121
"ENSG00000157193",18,9,20,4,11,13,20.04,29.95,6,4,10,8,17,21.04,9,16,15,17
"ENSG00000157211",0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
"ENSG00000157212",97.72,101.01,120.49,76.07,87.04,83,66,58.88,64,103.01,105.01,107.21,140.54,180.04,79,73,87,63.81
"ENSG00000157214",75,67,90,158,166,144.02,35,26,40,209,240.01,219.58,57,42.09,31,107,129,112
"ENSG00000157216",22.83,24.49,30.09,64.34,53.49,70.45,27.5,19.81,16,72.5,121.35,88.74,113.62,106.24,63.46,68.95,36,65.01
"ENSG00000157219",6,1,3,0,0,0,8,1,9,0,0,1,2,3,2,0,0,0
"ENSG00000157224",208.34,221.75,266.04,254.73,320.45,261.26,115.4,78.12,94,408.07,416.51,457.53,425.32,293.66,143.23,180,148.6,206.12
"ENSG00000157227",35,55,70,112,84.89,79,24,18,22,66,83,58,256,262,189,83,97,108
"ENSG00000157240",5,8,7,3,1,3,7,4,11,8,9,4,10,8,8,7,23,9
"ENSG00000157259",62,92.95,110,114,122.93,99.02,31,16,39,125,156,126,207.87,196,118,98,166,88
"ENSG00000157303",11,13,11,37.03,31.02,37,11,2,9,24,39,42,36,33,26,16,14,17
"ENSG00000157315",0,0,0,1,0,1.18,0,0,0,1,0,1.32,1.01,0,0,0,0,0
"ENSG00000157322",2,0,0.73,0,1,0,1.54,8.66,1.54,2.4,0,0,5,0,0.99,5.41,0,3
"ENSG00000157326",23.9,57.21,78.65,65.44,93.02,80.48,31.24,28.37,50.01,79.59,99.8,76.36,132.22,144.21,52.64,65.1,45.58,45.02
"ENSG00000157330",0,2.66,2,0,0,0,9,4,0,0,0,0,2,3,1,3,0,1
"ENSG00000157335",2,2,3.77,0,4,3,11.76,11.37,9.46,0.93,3,1.11,11.17,7.29,2.88,1.59,0,2
"ENSG00000157343",1,0,0,1,1,0,1,1,1,1,0,0,1,1,1.91,0,0,0
"ENSG00000157349",118.25,122.45,163.57,159.9,140.22,126.82,69.13,32.57,44.85,179.66,162.6,153.32,242,241.47,123.36,102.92,119.76,102.08
"ENSG00000157350",34,31,44,50,46.49,55.88,28,20,10,34,44,37.03,118.99,103.01,80,67.03,68,45
"ENSG00000157353",10,12,18,15,15,18,5,2,5,12,14,7.04,53,50,46,17,19,9
"ENSG00000157368",2,0,2,0,0,0,3,2,1,0,1,0,0,2,0,0,1,2
"ENSG00000157379",33,43,75.09,97,76,75,32.18,22,12,85.53,112,102.9,161,144.29,78,81,53,44
"ENSG00000157388",73.68,115.48,113.29,112.07,101,95.92,64.46,40.19,44,162,156.87,216.97,177.42,166.56,111,109.95,98.16,125.22
"ENSG00000157399",87,161.4,220.61,240.56,175.45,161.01,44,39.07,30,163.73,192.66,246,360,308,158,137,79.91,83
"ENSG00000157404",2,1,1,0,0,0,4,1,0,1,0,2,0.98,1,1,16,7,6
"ENSG00000157423",37,11.95,29.02,7,2.01,2.95,66.47,64.46,15.67,5.36,9.29,5.37,16.37,32.07,10.43,8.81,1,12
"ENSG00000157426",40,46,45.87,49,41,36.31,17,11,8,62,66,59,73.96,36,25,43,32,31
"ENSG00000157429",27,33.46,48,37.9,20.08,20.59,23.98,31,21,31.94,38.43,32.59,48.77,58.16,36.7,25,14,16.5
"ENSG00000157445",0,1,1,1,0,0,8,8,11,0,0,2,4,2,3,0,1,0
"ENSG00000157450",155.69,182,214.01,171.45,168,166.07,85,60,54,184,209.01,217,293.98,252.85,164.99,132,131,122.01
"ENSG00000157456",4,1,1,1,4,0,2,8,3,3,1,1,1,5,0,2,3,3
"ENSG00000157470",5,7,7,5,9,9,8,9,1,6,6,4,3,9,3,10,5,6
"ENSG00000157483",423.86,571.38,757.41,687.55,808.94,716.22,321.21,186,222.49,589.97,628.32,666,866.76,904.21,531,743,804,619
"ENSG00000157500",286,345.96,452.94,306.7,370.87,260.98,134,105,150,350,348.37,347,416.13,398.01,209.37,222.09,314,280
"ENSG00000157502",67,84,122,79.98,87,79,34,32,32,66,57,55.99,84,81,30,32,61,34
"ENSG00000157510",15,13,24.97,11.06,16,17,14,3,8,5,12,5,57,94,42.95,61,19,40
"ENSG00000157514",15.96,33,43,25,24,29,27,16,13,11,26,36,120,108.39,68,11,10,7
"ENSG00000157538",150,162,229.15,230,283.55,229,64,77,50.94,159,192.01,207,256.18,252.94,139.98,202.43,158,144
"ENSG00000157540",221,242.99,291,256.99,325.51,232.85,102,95.88,76,340.2,402.56,388.14,466.32,370.03,268.99,243.99,276,218
"ENSG00000157542",13.22,19,15,14,8,11,28.02,40,9,23,18.08,22,29.28,31,17.3,12,4,8
"ENSG00000157551",17,6,9,2,3,2,21,15,22,1,1,2,7,4,3,3,0,1
"ENSG00000157554",3,3,5,1,1,1,13,3,1,0,0,1,20,8,1,12,14,3
"ENSG00000157557",284,340,452.99,474.02,610.86,642,215.99,185,135,486.82,647.97,581.74,708.02,727.35,399.43,424,350,393.15
"ENSG00000157570",9,9,6,20.91,13,25,11,13,8,17,21,21,4,7,7,32,28,37
"ENSG00000157578",3,6,7,4,9,8,11,6,5,7,6,5,8,3,4,6,2,1
"ENSG00000157593",9,38,40.87,71.01,65,72.12,18,15,4,42.38,63,76,101.76,82,61,78,42,33
"ENSG00000157600",16,34,41.09,79,77,82,22.17,16,9,50,49,45.05,63,70,45,56,61,46
"ENSG00000157601",96,154.31,214.07,110,120.23,152,64.94,60.91,58,181.94,181.47,185,201,193,114.03,104,117,83
"ENSG00000157613",7,6,1,16,17,10,6,11,0,3,5,1,8.96,1,4,16,4,19
"ENSG00000157617",42,66,81.97,148,152,113,31.99,18,14,110.02,130,133.18,97,84,50,102,81,77
"ENSG00000157625",452.04,502.69,657.19,597.18,587.13,468.98,153.53,120.43,147.84,866.19,892.05,852.15,874.73,700.83,428,267,358,303
"ENSG00000157637",43,64.57,88,213.66,163.94,227,28,14,12,191,263,238.99,544.03,588.36,394.97,288,323,217
"ENSG00000157653",6,2,6,5,5,6,5,1,4,2,12,5,12,8,3,4,7,2
"ENSG00000157654",1217.4,1422.96,1831.98,2146.22,1922.05,1665.77,498.03,402.47,460.04,1864.11,2029.59,2013.41,2058.22,1882.76,1242.05,1193.37,1550.84,1161.87
"ENSG00000157657",74,112.83,137,151,114.01,137,53,27,28,136,176,158,238.01,253,141,145.13,105,137
"ENSG00000157680",11,7,2,1,9,4,17,10,6,5,8,1,8,11,5,3,0,7
"ENSG00000157693",23.73,22,42,35,39.92,33.07,11,14,4,36,28.06,23.87,36,31,34,24,15,23
"ENSG00000157703",5,3,0,0,0,0,4,8,2,0,0,0,2,2,0,2,0,1
"ENSG00000157734",15,9,16,8,7,8,18,12,6,2,5,4,53,49.01,31,4,0,5
"ENSG00000157741",160.88,181,248.72,257.09,225.65,176.27,107,69.43,75,275,308.31,266,382.09,295.74,128,138,187.99,153
"ENSG00000157764",128,147.91,224,217.81,221.61,167.91,77.88,53.94,76.45,257.95,310.9,241.9,292.98,307.83,156,137.52,133,150.9
"ENSG00000157765",4,2,8,11,1,1,4,5,5,3,0,0,3,2,2,2,5,0
"ENSG00000157766",6,4,5,1,0,1,10.91,8,9.32,0,0,0,3,7,3.1,3,1,0
"ENSG00000157778",22,15,25.67,23,36,32,9,7,5,18,27,18,28,39,24,23,10,15
"ENSG00000157782",6,3.04,1.99,0,0,1,11,11,7,1,1,1,5,10,1,4,0,3
"ENSG00000157796",64.09,82,88,77.79,56.94,57,39,29,19,91,98,108,98,93,64,68,57,47.54
"ENSG00000157800",67.98,82,98,85,106,85.09,39,26,24,106.75,102,125,105,64,52,52,78,52
"ENSG00000157823",74.71,112.04,120.71,196.47,197.18,162.77,44.99,37.22,35.77,155.34,185.5,199.73,298.02,264.99,148.53,174.25,137.57,113.05
"ENSG00000157827",230.99,292.09,371.91,366.72,433.01,366.96,120.98,83,97,369.9,427.84,464.76,286.4,313.86,189,291.77,363,313.92
"ENSG00000157833",3,2,5,0,2,1,9,8,1,2,2,0,0,4,2,1,0,0
"ENSG00000157837",40,46,62,71.68,56,57,33,14,12,41,69,71,124,98,54,60,50,43
"ENSG00000157851",5,4,9,3,1.01,2,7,11,4,2,1,2,2.73,5,4,3,4,3
"ENSG00000157856",7,3,10,2,1,3,12,5,7,6,0,1,3,6,1,1,4,0
"ENSG00000157869",14,22.89,30,25,31,24,9,11,14,23,33,35,29,12,16,24,14,13
"ENSG00000157870",12,26,21,68,57.96,51,16,6,6,31,56,53,103,129,72,101,100,79.62
"ENSG00000157873",20,26,42,97,70.06,92.02,20,12,5,79,119,82,200.46,227,177.99,114,58,79.21
"ENSG00000157881",8,21,17,34.97,31.59,37.96,4,2,1,35,36,32,55,60,36,24,19,28
"ENSG00000157884",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"ENSG00000157890",0,3,0,0,0,0,3,2,6,0,0,3,2,2,2,2,0,2
"ENSG00000157895",28,38,62,60,73.81,72,27,14.69,28,60,63.99,79,87.29,84,58,55,59,52
"ENSG00000157911",9,14,11,18,23,34,9,2,2,14,28,26,46,55,46,36,26,25
"ENSG00000157916",102,188.85,293.97,346.83,410.65,339.79,79.31,67,31,271,373.02,394.99,388,337.43,226.41,303.99,206.4,178
"ENSG00000157927",3,1,1,0,0,0,10,12,7,0,0,0,1,9,1,0,0,0
"ENSG00000157933",51,55.24,71.94,125.99,88,101.73,21,20,20,96,139.89,106,229,209,190.33,142,156,117
"ENSG00000157954",52,70.1,119.26,139.06,107,126,44,29,26,102,134,173.99,204,190.99,123,90,79,66
"ENSG00000157978",14,30.04,32.11,89.52,96.99,97.94,7,16,6,58,81.69,80,79,83.33,61,88.13,71,55
"ENSG00000157985",50,68.81,88.34,116.99,108.93,98,34,32.62,24,103,131.37,109,240.93,249.36,145.33,97.04,80.01,62
"ENSG00000157992",11,14,6,8,10,12,5,4,8,14,14,20,18.92,25,9,6,6,4
"ENSG00000157999",0,1,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ENSG00000158006",110.06,138.54,148.41,205,217.99,165.06,43,35,41,185,225,179.98,166,169,104.18,114,117,105.97
"ENSG00000158008",2,2,3,0,1,0,10,4,5,0,0,0,1,0,2,0,0,0
"ENSG00000158014",1,3,1,1,1,2,4,5.99,6,2,1,0,2,11,1,2,1,1
"ENSG00000158019",43,64,78,93.97,104.98,91,49,25,10,75,92,102,54.05,54,37,75.74,40,64
"ENSG00000158022",0,1,2,0,0,0,6,4,5,1,0,0,2,1,1,1,1,1
"ENSG00000158023",16.06,15.32,19.49,12,19.36,21.73,36.48,19.4,24,5.59,6,6.15,28.3,36.04,10.15,9.84,3.1,9.3
"ENSG00000158042",35,53,64,70,75,48,28,31,13,40,48,35,55,42,27,60,42,64
"ENSG00000158050",1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
"ENSG00000158055",2,2,4,0,1,1,7.39,6,1,0,0,0,5,5,4,0,0,1
"ENSG00000158062",9,12,13,47,30.1,36,19,11,3,31,39,37,36,41,29,42,31,34
"ENSG00000158077",2,0,3,0,0,1,1,4,3,1,2,0,1,0,0,1,0,0
"ENSG00000158079",27,31,53.99,35,48.74,48,19,17,12,45,41,49,54,31,16,39,31,22
"ENSG00000158089",4,2,3,2,2,3,6,7,4,1,1,1,4,15,7,0,0,1
"ENSG00000158092",163,150,183,181.03,174.13,162.9,58.16,42,59,135,166,162.01,185,131,78,99,113,83
"ENSG00000158104",1271.5,2408.17,2847.22,3710.2,3636.73,3269.75,857.95,711.99,593,2852.23,3224.41,3013.22,4320.84,4273.96,2781.69,3020.45,2462.08,2497.99
"ENSG00000158106",2,1,2,3,4,5,2,2,0,4,2,4.13,6,5,2,10,5,2
"ENSG00000158109",87.9,136,176.05,262.42,273.01,247,46.62,30,33,179.01,241,262,281.04,286,191,178.82,156.01,117
"ENSG00000158113",2,4,3,0,0,0,6,7,0,0,1,0,2,3,3,0,1,1
"ENSG00000158122",25.24,34,50.46,34,34,31.62,22,18.65,8,35,45,46,61,48,31,28,48,38
"ENSG00000158125",183.01,268,308.08,328,231.19,224,78,89,30,406.68,445.3,457,271,279,151,177,159.43,193
"ENSG00000158156",8.68,13.82,10.43,14.45,12.6,19.83,6.18,6,0,26.84,16.1,28.25,42.05,46.67,31.56,24.42,16.89,10.23
"ENSG00000158158",16,18,28.95,37.73,39.38,34.26,11,10,6,19,45.33,38.86,30.21,48.94,41.41,51.83,48,40.71
"ENSG00000158161",86,120,181.23,139.01,165.67,119,52.99,56,25,133,135.7,160,135.32,176.96,95,101,103,83
"ENSG00000158163",6,9,10,1,2,3,19,17,6,1,1,3,9,6,9,3,3,7
"ENSG00000158164",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000158169",24,31,44,56,45,49,19,18,14,45,61,58.97,113,116.09,55,37,19,20
"ENSG00000158186",56,58,103,74,65,70,33,19.99,21,37,40,42,98.99,110,72,34,33.02,22
"ENSG00000158195",104.19,159.78,160.95,260.98,237.06,233.17,53.04,43.72,69,248.57,308.87,268.74,412.02,389.7,320.27,301.24,289.4,256.85
"ENSG00000158201",110,169,208,163,206,160.01,76,72,62,193,180,224,202.01,157.97,107,123,168,105
"ENSG00000158220",20,12,9,6,4,5,15,9,9,7,15,7,19,17,13,7,15,6
"ENSG00000158234",104,83,111,67.05,85,60,47,35,67,109.91,75,65.84,135,149.86,76,58,78,75
"ENSG00000158246",0,0,2,0,0,0,1,0,0,0,0,0,3,6,0,1,0,0
"ENSG00000158258",8,4,11,2,0,0,23,15,5,1,2,1,10,13,5,5,0,2
"ENSG00000158270",11,15,16,6,19,14,9,5,4,8,0,1,28,35,9,49,23,30
"ENSG00000158286",10,21,23.5,35.17,34,38.99,11.17,7,6,27,36,34,85,84.99,57,71,38,43
"ENSG00000158290",371.79,381.8,489.81,371.52,415.55,326.48,154.71,127,122,497.89,433.61,446.85,452,299,167,243,298,274
"ENSG00000158292",3,8,12,15,8,8,5,5,0,11,14,14,46,52,40,8,8,3
"ENSG00000158296",4,6,17,5,9,10.23,5,5,4,14,6,7,7,9,4,6,4,2
"ENSG00000158301",33.67,43.39,42.06,66.82,53.84,41.51,25.44,16.84,6.96,64.46,62.51,58.06,58.54,53,33.71,37.41,47.09,19.85
"ENSG00000158315",3,2,3,1,2,2,13,7,1,2,0,1,3,3,7,1,0,3
"ENSG00000158321",98.56,113,146.69,142.07,112.01,113,61.07,54.39,42,128.54,140,159,524.01,503.52,346.26,171,111,137.07
"ENSG00000158352",11.99,15,2,4,3,6,36,28.01,18,4,4,3,6.58,17,7,14,23,8
"ENSG00000158373",142.9,142.76,199.01,181.52,173.79,143.26,43.5,43.11,53.54,179.11,177.1,144.33,94.35,91.55,55.56,66.47,54.25,65.97
"ENSG00000158402",3,2,3.8,2,0,0,7,8,1,0,0,2,3,10,4,1,2,2
"ENSG00000158406",17,24,34,28,34,27,13,4,7,19.07,14,25,14,26,11.09,10,13,14
"ENSG00000158411",97,97.99,112,79.04,98.25,70,32,31,57,117,107.89,86,131.01,117.01,77,78,102,81
"ENSG00000158417",1179.58,1377.45,1664.94,1671.5,2027.31,1661.77,524.68,452.41,604.88,1639.99,1573.99,1577,1466.35,1357.42,832.04,1094.39,1712.73,1372.3
"ENSG00000158423",4,2.61,3,1,1.07,1,11,8,10,2,0,0,4,4,5,3,4,3
"ENSG00000158427",1,0,3.6,0,0,1,2.07,1.2,10.66,0,0,0,2,0,0,1,0,0
"ENSG00000158428",4,3,4,0,0,1,6,4.17,10,0,1,1,1,4,0,0,1,0
"ENSG00000158435",39.6,67,94,106.79,98,89,21,10,11,127,161,115,170.97,146,90.03,92,94,94.04
"ENSG00000158445",16,20,25,10,5,5,49,37,8,4,2,6,46,29,17,5,3,4
"ENSG00000158457",15,20,19,61,39,39,9,3.54,11,30.93,34,25,49,62,43,20,20,17
"ENSG00000158458",2,4,1,2,7,5,3,2,1,1,6,2,3,6,3,5,3,3
"ENSG00000158467",55,71,93,125,109.1,90,33,33,22,112,127,161.97,120,91,63,84,109,71
"ENSG00000158470",54,95.99,88.64,185.01,150.89,142.22,32.01,26,31,164.99,181,155.85,262.16,239.99,141.95,147.92,151.07,122
"ENSG00000158473",10,14,13,29,24,25,17,17,6,41,33,39,50.76,47,15,16,13,23
"ENSG00000158477",0,1,1,0,0,0,0,1,0,0,0,0,0.24,0,0,0,0,0
"ENSG00000158480",10,9,9,22,31,23,10,7,5,13,19,20,38,57,25,25,10,19
"ENSG00000158481",1,1,0,0,1,0,1,1,4,0,0,0,0,0,0,0,1,0
"ENSG00000158485",1,0,1,0,0,0,1,0,0,0,0,0,2,4,0,1,0,1
"ENSG00000158486",4,3,8,1,2,0,29,22,17,0,0,0,9,13,10,4,0,0
"ENSG00000158488",3,5,0,0,0,0,4,5,0,0,0,0,2,6,0,0,0,0
"ENSG00000158497",2,0,0,0,0,0,3,1,0,0,0,0,1,1,2,0,0,0
"ENSG00000158516",1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000158517",8.44,2.39,4.68,1,0,1,2,5.69,9.49,0,0,0,14,16.19,5.99,0,0,0
"ENSG00000158525",2.19,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2
"ENSG00000158526",67,124.13,126.99,142.56,140.46,113.95,59.3,35.69,34,114,133.76,112.14,150.26,172.97,111.58,97.73,152,89
"ENSG00000158528",66.83,88,110,59,72,51.01,40.6,33.95,23.46,45,31,35,54,50.97,30,47,53,27
"ENSG00000158545",35,54.95,59,83.98,128.03,99.04,27,13,30,112.99,118,101.99,172.04,226.86,160.25,123,129.73,127
"ENSG00000158552",41,47,64,81.94,69,62,24,22,12,53,50,83.02,136,141,82,43.73,25,36
"ENSG00000158553",4,2,3,0,0,0,3,2,7,0,0,0,0,10,2,2,0,0
"ENSG00000158555",4,10,17,20,15,11,12,8,3,11,8,14,33,24,23,18,7,10
"ENSG00000158560",22,25,29,49,110.04,80.98,12.72,11,14,37,42,43,7,10,7,27,49,41.01
"ENSG00000158571",28.09,49,66,45,40,48,25,35,16,37,53,68,346.72,317,157,15,16,17
"ENSG00000158578",2,1,1,0,0,0,4,1,0,0,0,0,1,4,0,0,0,2
"ENSG00000158604",90,138,175.57,187.76,236.58,226.84,62.93,49,24,171,188,236.99,262,275,172,212,192,168
"ENSG00000158615",280.53,342.55,445.92,399.13,521.05,429.03,181.85,98,104,359.97,397.03,409.61,390,336,240.95,288.01,305.93,284
"ENSG00000158623",38,58,90,65,83,75,32,20.98,26,77,86,91,65,72,35,43,53,55.02
"ENSG00000158636",80,79,114,75,94,50,48,25,11.73,90,90,101,99,101.01,71,54.05,56,58
"ENSG00000158639",1,2.19,2.19,1,0,0,3,0,3.75,0,0,0,2,1.5,0,0,0,2
"ENSG00000158669",150.1,221.75,281,235.63,331.57,267.66,76.67,52,38,200.71,218.76,295.98,360.86,344.77,226.23,176,176,132.75
"ENSG00000158683",4,6,2,1,3,4,2,9,6,3,3,1,4,8,8,5,0,0
"ENSG00000158691",26,19,31.84,11,15,10,13,11.98,2,26,21,24.28,38.01,34.48,18.37,7.57,9,9
"ENSG00000158710",184.14,350.33,460.91,465.69,721.8,512.9,171.73,146.1,123.62,315.43,336.02,364.33,659.26,714.49,478.17,375.11,230.87,274.12
"ENSG00000158711",286.99,311.74,442,360.72,374.27,321,129.16,97,108,496.43,546.2,554.59,514.31,441,273.06,240,257.01,266
"ENSG00000158714",13,8,16,2,6,7,13,3,8,0,0,1,11,28,12,4,3,3
"ENSG00000158715",6,11,17,34,28.37,30.99,5,4,8,38,52,44,59.06,95.99,46,50,41,28
"ENSG00000158716",8,17,27,28,31,35,16,5,4,29,43,35.23,69,79,39,31,36,23
"ENSG00000158717",3,3,8,8,11,7,7,9,1,3,8,9.18,32,37,16,16,5,12
"ENSG00000158747",5,13.14,5.24,26.89,27.57,35.78,15.96,8.51,1,16.16,27.99,16,16,19.4,16.4,24.07,24.1,28
"ENSG00000158748",0,2,2,0,0,0,4,1,1,0,0,0,1,0,0,2,0,0
"ENSG00000158764",0,0,0,0,0,0,1.69,1,0,0,0,0,0,3,0,0,0,0
"ENSG00000158769",153.85,261.01,326.63,537.84,527.71,466.95,60.96,50.03,43,436.86,584,576.7,871.02,853.84,494.1,563.83,488.9,458.73
"ENSG00000158773",55.99,61,122.02,95,91.97,89.68,39,31,13,100,97,81.42,120.75,153,88,74,60,67
"ENSG00000158786",8,4.88,2,0,0,0,19.01,13.08,18,0,0,1,16,5,3,2,1,0
"ENSG00000158792",1,5,3,8,6,12,1,1,0,6,8,12,34,26,27,24,9,7
"ENSG00000158793",42,81,81.09,86,114,99,47,28,31,61,110,128,126,128,81,88,63,57
"ENSG00000158796",38,54,63,70,56.68,50,10,17,11,42.03,51,58.1,60,65,45.98,40,33,31
"ENSG00000158805",19,27,23.21,36.98,29,27,19,16.99,16,27,29.74,45,109.4,113,75.54,58,40,42
"ENSG00000158806",2,5,5.98,10,9,17,10,10,3,6,9,7,15,24,9,1,14,5
"ENSG00000158813",14,17,19,20,20,10,7,4,6,7,10,12,44,23,11,26,13,14
"ENSG00000158815",4,0,1,0,1,2,2,2,8,1,1,1,2,6,2,2,2,0
"ENSG00000158816",7,1,2,0,0,1,16,6,5,0,0,0,2,4,2,0,0,0
"ENSG00000158825",34,58,65,75.23,97,78.13,47,22,17,51,77,69,85.46,105,67,68,42,39
"ENSG00000158828",137.31,212,252.95,596.4,454.71,503.01,67,44,75,409,492.35,484.99,1026,1097,656,462.97,496,360
"ENSG00000158850",16,17,32,46,42.01,43,15.04,11,17,30,49,38,53,59,38,40,42,23
"ENSG00000158856",35.97,51.16,59,96.99,114.2,104,19,15,14,88,144,97,199,206.71,136,127,144,122
"ENSG00000158859",13.07,9,10,7,2,5,33,19,6.08,5,2,2.18,19,29,11,9,4,2
"ENSG00000158863",7.36,17,35.03,61.7,56,47.65,20,12,10,45.41,52,55,92.98,102.45,92.49,58,50,55
"ENSG00000158864",420.98,624.02,853.38,969.68,942.28,819.47,286.15,218,176,692.38,736.98,780.93,911.08,938.96,566.65,667.31,650.49,507.12
"ENSG00000158865",5,3,3,4,8,10,4,3,1,9,10,9,0,5,3,10,3,3
"ENSG00000158869",42,12,35,8,24,11,23.89,12,9,1,3,2,56,89.16,36,59,19,40
"ENSG00000158874",5911.07,7723.14,9672.84,11945.69,9761.12,7536.19,2148.04,1785.31,1456.8,7983.22,9647.56,11526.59,5630.06,4594.36,2635.98,3158.31,2789.17,2614.02
"ENSG00000158882",81.98,127.73,172.01,198.99,213.01,221,73,39,36,165,177,207.78,153,148,119,153.28,172,116
"ENSG00000158887",21.98,27,40,80.06,75,78,18,16,11,67,113,85.01,84.01,60,56.42,66,82,63
"ENSG00000158901",1,0,2,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0
"ENSG00000158941",48,72,77,123,112.05,172,28,22.09,11,106,145,147.97,219.9,227.2,143,177,158,141.75
"ENSG00000158955",4,1,7,2,2,4,6,7,2,1,1,1,5,2,1,4,0,0
"ENSG00000158966",29.94,35,40,34,22,17.62,21,11,16,23,15,25,46,43,32,28,16,15
"ENSG00000158985",172.97,204,240.29,222.04,270,215,80.98,66,73,289,304.86,295,240,163,101,187,207,188
"ENSG00000158987",168.42,173,215.84,193.69,228.05,164.81,76.33,80.95,73,213.75,234.23,278.78,192.69,153.06,107.86,150,194.97,145.88
"ENSG00000159023",742.06,1010.47,1299.04,1137.02,1256.85,1163.93,383.92,311.7,327,1114.02,1305.5,1325.57,1285.04,1195.49,760.13,665.97,797.08,615
"ENSG00000159055",6,22,21,17,22,22,3,4,4,15,12,10,23,14,13,17,14,10
"ENSG00000159063",48,51,44,70,85,67.58,15,18,27,58,74,75.11,87,66,41,34,40,47
"ENSG00000159069",22,55.99,62.96,217.09,206,246.01,30,22,15,132,198,153,385.98,457,303.01,304,246,232
"ENSG00000159079",62.35,56.71,88.06,68.18,77.16,82.86,48.25,24.29,19.16,84.82,74.98,81.86,100.62,104.83,40.95,83.89,73.25,48.41
"ENSG00000159082",52.99,57,86.66,74.88,105.19,55,27,19,16,81,111,70.05,112,85,53,60,45,45
"ENSG00000159086",138,139,211.07,155,165.88,142,62,45,69,248,243,234.01,257.99,235,114.37,102,125,130
"ENSG00000159110",66.12,129.81,152.31,144.69,178.2,180.81,47,35,24,183.28,193.16,190.6,210.22,276.4,123.88,170.73,206.17,183.5
"ENSG00000159111",42,48.96,69,83,61.99,58,28.41,22,17,43,47,60,47,52,55,58,44.27,38
"ENSG00000159128",99.95,141,179,154,160,132,64,48,38,119,138,115,193,214,95,103,92,94
"ENSG00000159131",171,207.08,280.26,247.77,304.93,257.21,117.93,71,79,223,246.4,267.97,310.02,308.07,169,238.01,155,188
"ENSG00000159140",899.18,1264.75,1577,1864.22,1941.73,1712.25,426.76,369.47,452,1954.51,2113.25,2011.84,2558.45,2408.88,1502.16,1546,1954.78,1516.52
"ENSG00000159147",5.07,12,9,27,25.79,12.42,3,8,3,21,23,34,23,17,10,14,19,15
"ENSG00000159164",2,3,6,1,0,1,4,6,8,0,0,0,3,2,0.98,0,1,6
"ENSG00000159166",57.85,102.91,123.59,302.46,315.83,371.71,39.68,43.91,20.06,183.06,203.07,212.45,251.44,340.2,230.01,454.16,352.99,322.62
"ENSG00000159167",0,2,1,69,53,71,6,3,0,256.03,261.73,300.11,2.67,0,2,156,86,111
"ENSG00000159173",3,4,1,1,0,0,11,9,3,1,1,0,2,4,3,1,4,0
"ENSG00000159176",85,161,253.01,363.75,417.55,408.1,122.99,85.99,63,221,234.09,313.35,475.1,529.91,322.17,511.02,330,320
"ENSG00000159182",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159184",3,0,1,0,0,0,3,3,0,0,0,1,2,2,1,0,0,1
"ENSG00000159189",5,16,19,5,18.95,13,16,4,21.02,9,3,7,24.24,17,13,36,7,14
"ENSG00000159197",2,0,0,0,0,0,1,1,0,0,0,2,1,2,1,0,0,0
"ENSG00000159199",53,64.75,70.98,70.03,101.04,68.85,39,30.96,27,41.97,79.05,48.63,68.97,79.7,56.79,74.4,48.88,39.57
"ENSG00000159200",301.14,426,549.01,585.71,740.17,607.73,157.15,128,115,496.25,534.99,552.64,524.99,521,296.93,391.85,546.08,408
"ENSG00000159202",96.82,122,119.34,223.72,232.21,237,45.31,33.99,30,137.04,191,171.06,251.47,272,145,192.79,181,150.75
"ENSG00000159208",22,21,25,14,7,12,11,17.92,17,14,20,18,44,26,22,6,3,5
"ENSG00000159210",81.94,100.94,153,122,141.77,135.74,48.91,42.97,36,116,103.96,117,160.93,159.83,109,97.95,99.02,83.16
"ENSG00000159212",3,2,2,0,1,0,3.2,3,1,0,0,0,3,13.79,2,0,5,3
"ENSG00000159214",4,8,14,17,22,16,14,12,4.93,19,27.04,21,29,26,20,26,13,25
"ENSG00000159216",38,39,50.18,63,69,73,42.99,40,37,54,55,54,79,73,46,63,61,60
"ENSG00000159217",4,5,4,0,1,4,10,5.73,11,0,3,2,3,6,5,7,2,1
"ENSG00000159224",0,0,0,0,0,0,5,3,1,0,0,0,2,0,1,0,0,0
"ENSG00000159228",269.99,449.95,566.8,724.58,985.92,884.19,179,157.8,170,765,853.02,911,535.97,572.53,361.04,634.79,489.89,542
"ENSG00000159231",4,2.01,4.51,18.09,28.96,26.97,0,1.15,0,6,12.02,9.92,5.03,4.46,2.02,16.13,23.11,13
"ENSG00000159239",5,1.36,2.73,0,2,0,4.46,4.55,0,0,2,0,6,4.87,4.09,1,0,0
